#case_id:flute_probe; note:all_closed
#f[Hz] abs(Y) angle(Y)[rad]
510 2.88385120e-5 -1.32819418e+0
515 7.46525057e-6 -1.50761049e+0
520 4.29150811e-6 -1.53384702e+0
525 3.01204350e-6 -1.54434891e+0
530 2.31719001e-6 -1.54999894e+0
535 1.87830495e-6 -1.55352409e+0
540 1.57414601e-6 -1.55592935e+0
545 1.34955866e-6 -1.55767119e+0
550 1.17584199e-6 -1.55898645e+0
555 1.03658153e-6 -1.56000983e+0
560 9.21705157e-7 -1.56082314e+0
565 8.24684796e-7 -1.56147839e+0
570 7.41099041e-7 -1.56200965e+0
575 6.67842294e-7 -1.56243935e+0
580 6.02664746e-7 -1.56278191e+0
585 5.43892155e-7 -1.56304568e+0
590 4.90248337e-7 -1.56323388e+0
595 4.40738868e-7 -1.56334473e+0
600 3.94572569e-7 -1.56337084e+0
605 3.51107051e-7 -1.56329746e+0
610 3.09809967e-7 -1.56309917e+0
615 2.70230740e-7 -1.56273343e+0
620 2.31979394e-7 -1.56212768e+0
625 1.94710234e-7 -1.56115177e+0
630 1.58108872e-7 -1.55955208e+0
635 1.21881544e-7 -1.55676683e+0
640 8.57462132e-8 -1.55126736e+0
645 4.94269335e-8 -1.53694747e+0
650 1.27033774e-8 -1.43599828e+0
655 2.50682178e-8 1.49966564e+0
660 6.37375669e-8 1.54096268e+0
665 1.03912222e-7 1.55084230e+0
670 1.45988922e-7 1.55498873e+0
675 1.90454614e-7 1.55705373e+0
680 2.37894474e-7 1.55810206e+0
685 2.89023925e-7 1.55855054e+0
690 3.44735201e-7 1.55858830e+0
695 4.06164235e-7 1.55830499e+0
700 4.74788908e-7 1.55773799e+0
705 5.52577394e-7 1.55689112e+0
710 6.42219505e-7 1.55574067e+0
715 7.47501025e-7 1.55423384e+0
720 8.73936342e-7 1.55227989e+0
725 1.02989459e-6 1.54973066e+0
730 1.22873578e-6 1.54634144e+0
735 1.49319927e-6 1.54168875e+0
740 1.86540393e-6 1.53498184e+0
745 2.43308727e-6 1.52456659e+0
750 3.41416904e-6 1.50632276e+0
755 5.53849202e-6 1.46639317e+0
760 1.35659885e-5 1.31260874e+0
765 2.59447713e-5 -1.05888454e+0
770 7.28628381e-6 -1.43198751e+0
775 4.21469424e-6 -1.49001028e+0
780 2.97084105e-6 -1.51327482e+0
785 2.29489094e-6 -1.52579307e+0
790 1.86793543e-6 -1.53360566e+0
795 1.57207636e-6 -1.53894012e+0
800 1.35364629e-6 -1.54280836e+0
805 1.18471336e-6 -1.54573557e+0
810 1.04930306e-6 -1.54802077e+0
815 9.37614032e-7 -1.54984605e+0
820 8.43294365e-7 -1.55132779e+0
825 7.62042494e-7 -1.55254300e+0
830 6.90837359e-7 -1.55354355e+0
835 6.27490658e-7 -1.55436431e+0
840 5.70374114e-7 -1.55502786e+0
845 5.18246729e-7 -1.55554704e+0
850 4.70141612e-7 -1.55592612e+0
855 4.25289586e-7 -1.55616074e+0
860 3.83066209e-7 -1.55623650e+0
865 3.42954082e-7 -1.55612583e+0
870 3.04515356e-7 -1.55578189e+0
875 2.67371144e-7 -1.55512696e+0
880 2.31185673e-7 -1.55402979e+0
885 1.95653682e-7 -1.55225758e+0
890 1.60490077e-7 -1.54936347e+0
895 1.25421235e-7 -1.54437975e+0
900 9.01782711e-8 -1.53477003e+0
905 5.44975698e-8 -1.51115217e+0
910 1.82304728e-8 -1.38767979e+0
915 1.99290666e-8 1.39580037e+0
920 5.87238531e-8 1.50757254e+0
925 9.95095163e-8 1.53001376e+0
930 1.42633602e-7 1.53901877e+0
935 1.88651144e-7 1.54342301e+0
940 2.38254392e-7 1.54564573e+0
945 2.92310260e-7 1.54660261e+0
950 3.51924046e-7 1.54669904e+0
955 4.18534903e-7 1.54612150e+0
960 4.94060605e-7 1.54494170e+0
965 5.81123601e-7 1.54315573e+0
970 6.83417092e-7 1.54069408e+0
975 8.06324093e-7 1.53741238e+0
980 9.58020102e-7 1.53306043e+0
985 1.15156584e-6 1.52721493e+0
990 1.40920826e-6 1.51913555e+0
995 1.77218136e-6 1.50743238e+0
1000 2.32639518e-6 1.48918866e+0
1005 3.28489063e-6 1.45712541e+0
1010 5.35440994e-6 1.38680324e+0
1015 1.27811678e-5 1.12214604e+0
1020 1.96479143e-5 -8.44112725e-1
1025 6.80558466e-6 -1.33874122e+0
1030 4.03882052e-6 -1.43360853e+0
1035 2.87916633e-6 -1.47270549e+0
1040 2.24111146e-6 -1.49396045e+0
1045 1.83556602e-6 -1.50729853e+0
1050 1.55349821e-6 -1.51643906e+0
1055 1.34474541e-6 -1.52308665e+0
1060 1.18302733e-6 -1.52813124e+0
1065 1.05324676e-6 -1.53208185e+0
1070 9.46110804e-7 -1.53524974e+0
1075 8.55582552e-7 -1.53783496e+0
1080 7.77566148e-7 -1.53997089e+0
1085 7.09180819e-7 -1.54174857e+0
1090 6.48337496e-7 -1.54323078e+0
1095 5.93480374e-7 -1.54446025e+0
1100 5.43422929e-7 -1.54546461e+0
1105 4.97240337e-7 -1.54625899e+0
1110 4.54196764e-7 -1.54684708e+0
1115 4.13694910e-7 -1.54722067e+0
1120 3.75240077e-7 -1.54735743e+0
1125 3.38413963e-7 -1.54721640e+0
1130 3.02855046e-7 -1.54672942e+0
1135 2.68243494e-7 -1.54578535e+0
1140 2.34289197e-7 -1.54419985e+0
1145 2.00721938e-7 -1.54165335e+0
1150 1.67283100e-7 -1.53755107e+0
1155 1.33718665e-7 -1.53066186e+0
1160 9.97745488e-8 -1.51798482e+0
1165 6.52020877e-8 -1.48986183e+0
1170 2.98633144e-8 -1.38933945e+0
1175 9.41476892e-9 9.29085166e-1
1180 4.65248940e-8 1.44080882e+0
1185 8.70877582e-8 1.49489707e+0
1190 1.30388353e-7 1.51406595e+0
1195 1.76995180e-7 1.52302399e+0
1200 2.27684699e-7 1.52750006e+0
1205 2.83456788e-7 1.52949532e+0
1210 3.45612521e-7 1.52985466e+0
1215 4.15879837e-7 1.52895401e+0
1220 4.96610649e-7 1.52693165e+0
1225 5.91098296e-7 1.52377068e+0
1230 7.04109720e-7 1.51931642e+0
1235 8.42822703e-7 1.51324878e+0
1240 1.01857918e-6 1.50499934e+0
1245 1.25042120e-6 1.49356487e+0
1250 1.57294279e-6 1.47707967e+0
1255 2.05611054e-6 1.45172011e+0
1260 2.86515046e-6 1.40834627e+0
1265 4.49772406e-6 1.31879586e+0
1270 9.21051475e-6 1.04294899e+0
1275 1.71536363e-5 -3.79390633e-1
1280 7.01202983e-6 -1.18392391e+0
1285 4.08733801e-6 -1.34980166e+0
1290 2.88519665e-6 -1.41551791e+0
1295 2.23562484e-6 -1.45041235e+0
1300 1.82794074e-6 -1.47198448e+0
1305 1.54693317e-6 -1.48661737e+0
1310 1.34035418e-6 -1.49718172e+0
1315 1.18114062e-6 -1.50515593e+0
1320 1.05388536e-6 -1.51137705e+0
1325 9.49173673e-7 -1.51635317e+0
1330 8.60926092e-7 -1.52040920e+0
1335 7.85038476e-7 -1.52376126e+0
1340 7.18636433e-7 -1.52655707e+0
1345 6.59643044e-7 -1.52889918e+0
1350 6.06516347e-7 -1.53085874e+0
1355 5.58083502e-7 -1.53248376e+0
1360 5.13432419e-7 -1.53380389e+0
1365 4.71838763e-7 -1.53483286e+0
1370 4.32715440e-7 -1.53556891e+0
1375 3.95576732e-7 -1.53599321e+0
1380 3.60012179e-7 -1.53606585e+0
1385 3.25667069e-7 -1.53571797e+0
1390 2.92227439e-7 -1.53483756e+0
1395 2.59408184e-7 -1.53324325e+0
1400 2.26943295e-7 -1.53063381e+0
1405 1.94577589e-7 -1.52648362e+0
1410 1.62059659e-7 -1.51980298e+0
1415 1.29136616e-7 -1.50850652e+0
1420 9.55545038e-8 -1.48736601e+0
1425 6.10892982e-8 -1.43868555e+0
1430 2.59243471e-8 -1.24439818e+0
1435 1.58292013e-8 9.82236393e-1
1440 5.39041653e-8 1.39335307e+0
1445 9.62407344e-8 1.46095808e+0
1450 1.42142132e-7 1.48648261e+0
1455 1.92318002e-7 1.49853201e+0
1460 2.47803615e-7 1.50436534e+0
1465 3.09983257e-7 1.50660251e+0
1470 3.80722710e-7 1.50634242e+0
1475 4.62595013e-7 1.50403120e+0
1480 5.59254133e-7 1.49975084e+0
1485 6.76075053e-7 1.49330200e+0
1490 8.21307946e-7 1.48417453e+0
1495 1.00829831e-6 1.47140076e+0
1500 1.26011935e-6 1.45319741e+0
1505 1.62030390e-6 1.42609618e+0
1510 2.18142297e-6 1.38256753e+0
1515 3.17726288e-6 1.30306399e+0
1520 5.36575557e-6 1.11939806e+0
1525 1.11621315e-5 4.72319451e-1
1530 8.97176415e-6 -7.87729483e-1
1535 4.80619791e-6 -1.18760311e+0
1540 3.20447759e-6 -1.32074499e+0
1545 2.40760325e-6 -1.38460929e+0
1550 1.93403544e-6 -1.42177567e+0
1555 1.61961459e-6 -1.44601189e+0
1560 1.39467131e-6 -1.46303665e+0
1565 1.22485439e-6 -1.47563642e+0
1570 1.09132752e-6 -1.48532658e+0
1575 9.82914103e-7 -1.49299972e+0
1580 8.92566042e-7 -1.49921415e+0
1585 8.15617706e-7 -1.50433562e+0
1590 7.48855317e-7 -1.50861223e+0
1595 6.89990035e-7 -1.51221661e+0
1600 6.37344332e-7 -1.51527074e+0
1605 5.89657305e-7 -1.51786093e+0
1610 5.45959387e-7 -1.52004716e+0
1615 5.05489138e-7 -1.52186861e+0
1620 4.67636413e-7 -1.52334676e+0
1625 4.31902533e-7 -1.52448639e+0
1630 3.97871669e-7 -1.52527468e+0
1635 3.65189796e-7 -1.52567802e+0
1640 3.33548797e-7 -1.52563572e+0
1645 3.02674129e-7 -1.52504854e+0
1650 2.72314946e-7 -1.52375837e+0
1655 2.42235921e-7 -1.52151089e+0
1660 2.12210229e-7 -1.51788334e+0
1665 1.82013461e-7 -1.51213327e+0
1670 1.51418661e-7 -1.50284702e+0
1675 1.20194226e-7 -1.48699358e+0
1680 8.81131592e-8 -1.45676099e+0
1685 5.50278927e-8 -1.38436011e+0
1690 2.17893276e-8 -1.06201018e+0
1695 2.12562831e-8 1.00955385e+0
1700 5.87939646e-8 1.35899078e+0
1705 1.00962437e-7 1.43329398e+0
1710 1.47169191e-7 1.46276177e+0
1715 1.98184433e-7 1.47672756e+0
1720 2.55174253e-7 1.48321844e+0
1725 3.19729200e-7 1.48521416e+0
1730 3.94030120e-7 1.48395406e+0
1735 4.81138243e-7 1.47989070e+0
1740 5.85487130e-7 1.47300060e+0
1745 7.13748400e-7 1.46284637e+0
1750 8.76442657e-7 1.44847540e+0
1755 1.09115644e-6 1.42810406e+0
1760 1.38956243e-6 1.39835471e+0
1765 1.83457149e-6 1.35230614e+0
1770 2.56870565e-6 1.27370694e+0
1775 3.97372710e-6 1.11547846e+0
1780 7.08340260e-6 6.99007494e-1
1785 8.94687657e-6 -3.21690441e-1
1790 5.36898877e-6 -9.75293787e-1
1795 3.49175174e-6 -1.20175986e+0
1800 2.57079151e-6 -1.30421302e+0
1805 2.03948897e-6 -1.36136996e+0
1810 1.69521399e-6 -1.39758524e+0
1815 1.45354124e-6 -1.42251377e+0
1820 1.27382598e-6 -1.44069260e+0
1825 1.13425083e-6 -1.45452189e+0
1830 1.02210100e-6 -1.46538572e+0
1835 9.29478684e-7 -1.47413594e+0
1840 8.51222478e-7 -1.48132388e+0
1845 7.83816330e-7 -1.48732066e+0
1850 7.24780539e-7 -1.49238386e+0
1855 6.72313730e-7 -1.49669619e+0
1860 6.25073058e-7 -1.50038906e+0
1865 5.82034137e-7 -1.50355719e+0
1870 5.42398863e-7 -1.50626784e+0
1875 5.05532991e-7 -1.50856656e+0
1880 4.70922745e-7 -1.51048049e+0
1885 4.38143930e-7 -1.51201970e+0
1890 4.06839420e-7 -1.51317683e+0
1895 3.76702353e-7 -1.51392468e+0
1900 3.47463281e-7 -1.51421128e+0
1905 3.18880037e-7 -1.51395107e+0
1910 2.90729515e-7 -1.51300952e+0
1915 2.62800734e-7 -1.51117643e+0
1920 2.34888789e-7 -1.50811717e+0
1925 2.06789423e-7 -1.50327889e+0
1930 1.78294272e-7 -1.49569525e+0
1935 1.49187491e-7 -1.48353503e+0
1940 1.19246998e-7 -1.46289835e+0
1945 8.82646269e-8 -1.42385334e+0
1950 5.61724376e-8 -1.33203845e+0
1955 2.43793198e-8 -9.60198267e-1
1960 2.26859876e-8 8.43875886e-1
1965 5.91488132e-8 1.28491185e+0
1970 1.01875210e-7 1.38389455e+0
1975 1.49511933e-7 1.42295302e+0
1980 2.02921527e-7 1.44108379e+0
1985 2.63557448e-7 1.44899605e+0
1990 3.33481455e-7 1.45061046e+0
1995 4.15616766e-7 1.44747001e+0
2000 5.14216911e-7 1.43999119e+0
